region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
33370,음성군,충북,군,True,90,II,43.82560129200888,33.480804581237464,46.35318949343339,52.873360703545806,42.19065908547333,65.895298310268,32.43779963866541,34.523809523809526,44.16324114435172,50.0,71,7.8,0
23060,부평구,인천,구,False,78,II,38.72644739331499,33.39010592291501,52.3968105065666,38.86248858357563,40.46021296317564,67.22434452718664,32.2564023220205,34.523809523809526,40.15784153647389,50.0,71,1.45,50
11090,강북구,서울,구,True,95,II,39.12952859186298,20.36118331122351,57.21823907799518,46.127020704564586,37.85975938959028,64.3820422344725,25.84141424149464,14.88095238095238,13.001641525926798,5.0,38,1.29,19
39020,서귀포시,제주,시,False,79,III,30.634804452891167,25.12746245399957,48.378450817475205,38.69179705496778,35.493842613284315,67.11295994154962,22.873972527046757,27.380952380952383,18.461538461538463,35.0,59,0.88,27
34070,계룡시,충남,시,True,87,III,31.525554929426043,22.20094384174087,52.495979630125966,37.44448391889826,35.10033959754574,66.18500663989012,25.949506731100783,18.452380952380956,57.238131974220494,45.0,44,10.0,7
33040,청주시,충북,시,True,72,II,36.24808399368455,38.09997744183681,46.07176360225141,35.483975519091054,39.83751280927475,68.08866241306401,35.12852631224505,41.07142857142857,55.95715153033139,50.0,82,0.96,13
23030,미추홀구,인천,구,False,88,II,40.62696180804967,31.789786100385378,55.78029092256735,37.66506683723304,40.455757731251886,66.07958064642209,33.22242934362791,30.35714285714285,42.04614844912774,50.0,64,1.64,9
39010,제주시,제주,시,False,85,II,35.195212864567104,29.79356007365419,49.55105869740016,37.54424787939983,37.65848161221439,66.54135389347412,32.206167766356,27.380952380952383,20.611822156081345,35.0,59,0.88,27
26030,동구,울산,구,False,91,III,28.4320003560907,19.65794064517012,46.79207987134816,38.58622803334669,32.53025426006767,65.47105404641326,26.815881290340247,12.5,36.07289377561266,35.0,34,2.24,7
24040,북구,광주,구,False,93,II,37.24517799647759,26.103142062321638,46.83228357008845,44.766621081126935,36.987754269353005,64.64064747146645,33.15866507702423,19.047619047619047,45.46268780499199,50.0,45,1.06,20
